Season,Episode,Character,Line
16,1,Stan,"Throw it here! Throw it here!  Yeah! Nice one, Clyde! 
"
16,1,Betsy,"Clyde! Clyde! Clyde, get up here! Hurry! 
"
16,1,Betsy,"What is that?
"
16,1,Clyde,"A toilet?
"
16,1,Betsy,"That's right. It's a toilet, Clyde. And where is the toilet seat? It's up, because you left it up, again! We've been through this countless times, Clyde.
"
16,1,Clyde,"Okay mom, just not in front of my friends okay?
"
16,1,Betsy,"No, not okay. Because you aren't getting the message! What if I'd fallen in? Start listening to me! Put it down! Put it down!  Thank you. 
"
16,1,Cartman,"Dude, that sucks, Clyde. A mom shouldn't be able to put rules on toilet-time like that. Toilet-time is the last bastion of American freedom.
"
16,1,Kyle,"Is your mom always like that dude?
"
16,1,Clyde,"Look, could you guys just not say anything about this in school, please?
"
16,1,Cartman,"Of course, man. It's cool.
"
16,1,Cartman,"Clyde, Clyde! What have I told you about pissing on the seat? And Clyde's all like ""Ah, okay mom, fuck! Not in front of my friends! 
"
16,1,Kyle,"Cartman, it was actually really lame.
"
16,1,Cartman,"I know, right. Women are just jealous 'cause they have to sit outwards to pee and crap.
"
16,1,Butters,"Wait a minute! You're supposed to poop on the toilet facing out?  But I thought you sit on the toilet this way.  So that you have that nice little shelf for your comics and chocolate milk? Well, because you got the flusher right here. No?  Oh jeez, that's embarrassing.
"
16,1,Betsy,"Clyde! Clyde!  There you are!
"
16,1,Clyde,"Mom?
"
16,1,Betsy,"Clyde Donovan, you come home this instant!
"
16,1,Clyde,"Why?
"
16,1,Betsy,"What have I told you about putting the toilet seat down after you go to the bathroom?
"
16,1,Clyde,"Mom, I'm in class.
"
16,1,Betsy,"How many times do I have to tell you Clyde? I was trying to get ready for work and the toilet seat was up, again.
"
16,1,Roger,"Betsy, come back home. It's just not that big a deal.
"
16,1,Betsy,"No, Roger! It's a disgusting habit and I'm sick and tired of it. If I had sat down, I would have gotten toilet water all over my vagina.
"
16,1,Butters,"My grandma is from Virginia. 
"
16,1,Betsy,"You're coming home right now, and you're putting the seat down where it belongs. Let's go.
"
16,1,Cartman,"Dude, I'm telling you it was fucking hysterical. Clyde had to get up in the middle of class and follow his mom home to put the seat down. He was so embarrassed, dude, I thought he was gonna die.
"
16,1,Kyle,"I know, fatass. I was there.
"
16,1,Cartman,"His mom... His mom goes: ""Clyde you're an asshole and now I have toilet water in my vagayjay.""
"
16,1,Kyle,"That's not what she said. You're putting extras on again. It's not that funny.
"
16,1,Cartman,"I know dude. The bathroom is the last bastion of American freedom.
"
16,1,Kyle,"Don't you just feel a little bad for Clyde?
"
16,1,Cartman,"Nuh-uh.
"
16,1,Kyle,"Well you should. The poor guy shouldn't be screamed for something that just isn't that big a deal at all. 
"
16,1,Kyle,"What's going on?
"
16,1,Stan,"They are trying to save Clyde's mom.
"
16,1,Kyle,"From what?
"
16,1,Cartman,"They're saying Clyde left the toilet seat up again.
"
16,1,Fireman 1,"Hang it there. You're going to be fine okay? Stay with me now. 
"
16,1,Fireman 2,"I'm sorry, there's nothing we can do.
"
16,1,Roger,"What?!
"
16,1,Fireman 2,"When she fell into the toilet, she also made it flush. It created a suction that's literally pulling out her insides.
"
16,1,Roger,"Can't we disconnect the toilet from the plumbing?
"
16,1,Paramedic,"Yes, we'll have to, but when we do that the change in pressure will rip out her organs.
"
16,1,Clyde,"But she's not gonna die, is she?
"
16,1,Fireman 2,"Why did you leave the toilet seat up, son?
"
16,1,Betsy,"Clyde! Clyde!  Clyde, I want you to know I don't blame you for this. We should have been h-h-harder on you all those times you left the toilet seat up.
"
16,1,Clyde,"Mom, I'm sorry.
"
16,1,Betsy,"Shhh! Sh! I.. don't... have a lot of time, Clyde. Just please put the toilet seat down from now on for your sister's sake, please. Oh, God, please let me go. Let me go. Do it! Do it! Do it! 
"
16,1,Clyde,"Mom?
"
16,1,Stephen,"I'll always remember Betsy Donovan's kind nature, more than anything. She always treated people with dignity and respect.  What a tragedy she had to leave us so soon. But I'm sure Betsy is hoping that her death will help women everywhere, just take that extra second to look before they sit on a toilet. 
"
16,1,Linda,"I'd like to say on behalf of the departed, that it isn't a woman's responsibility to see that the seat is down. It's a man's responsibility to put it down. It's not that hard. 
"
16,1,Women,"Yeah, yes. That's right.
"
16,1,Man With Grey Hair,"Putting the toilet seat down isn't that hard. So is it too much to ask women to just look and put it down before they go plopping their butts blindly to the toilet bowl?
"
16,1,Woman With Brown Hair,"My God, people. This is a funeral! Please have some respect! There's a little boy here who has lost his mother!  He'll never see her again, because he couldn't take that sixth-tenths of a second to put the seat down when he was done peeing.  And now little Clyde's mother is dead, and the blood is on his penis. 
"
16,1,Terrance,"Crap. It's too bad we didn't find any treasure on the subway, Phillip.
"
16,1,Phillip,"Oh, hello, Ugly Bob. 
"
16,1,Ugly Bob,"Hello Terrance. Hello Phillip.
"
16,1,Cartman,"Mom, get the door! 
"
16,1,Terrance,"You're looking hideously ugly today, Ugly Bob.
"
16,1,Ugly Bob,"How come you guys say stuff like that?
"
16,1,Phillip,"Because you're goddamn ugly... 
"
16,1,TSA Agent 1,"Hello ma'am, we're the Toilet Safety Administration.
"
16,1,Liane,"The what?
"
16,1,TSA Agent 2,"After the recent tragedy, new safety regulations require us to check every toilet for security. Can we come in?
"
16,1,Liane,"Oh sure. 
"
16,1,Cartman,"Who are these buttholes?
"
16,1,Liane,"It's the Toilet Safety Administration, hun. They're gonna do something to the potty.
"
16,1,Cartman,"My potty? What are they going to do to it? 
"
16,1,Cartman,"Hey, hey! That's my bathroom! 
"
16,1,TSA Agent 1,"Oh yeah, we're gonna have to completely redo this ma'am.
"
16,1,Liane,"Oh.
"
16,1,TSA Agent 1,"You need to have this counter moved to a minimum of six inches, but we'll go ahead and install your safety belt.
"
16,1,Liane,"Safety belt?
"
16,1,TSA Agent 2,"Federal law requires all toilets to be fitted with a safety harness so that nobody can fall in.
"
16,1,Cartman,"Dude, you can't make me wear a seatbelt to take a dump.
"
16,1,TSA Agent 2,"This is for your safety. A woman died, you know.
"
16,1,Cartman,"Yeah but the blood's on Clyde's wiener, not mine.
"
16,1,Kyle,"Sir, we are really worried about our friend Clyde. Everywhere he goes people are telling him he had blood on his wiener.
"
16,1,Attorney,"Uh-uh, go on.
"
16,1,Stan,"We keep trying to tell him maybe this all isn't his fault. Maybe the people who made the toilet are to blame for what happened.
"
16,1,Kyle,"So we were just wondering if we could sue somebody.
"
16,1,Attorney,"You can always sue somebody.
"
16,1,Kyle,"All right, you see, Clyde. Okay, we wanna help him sue whoever invented the toilet.
"
16,1,Attorney,"You got it.  Here we go, the inventor of the toilet.  Sir Thomas Harrington. In England, died in 1692.
"
16,1,Kyle,"Aw, he's dead?
"
16,1,Stan,"So then we can't sue him?
"
16,1,Attorney,"Why not? You can always sue somebody. It's just gonna take some special protocol. We would have to perform a sue-ance. 
"
16,1,Jimmy,"A...a...a...a sue-ance?
"
16,1,Attorney,"You bet. Here at Hoffman and Turk we specialize in suing the dead. If you hire us, we'll work hard, for you.
"
