Season,Episode,Character,Line
7,1,The Boys,"School days, school days, teacher's golden rule day...
"
7,1,Kyle,"Ah, damn it!
"
7,1,Cartman,"What?
"
7,1,Kyle,"My God-damned little brother's trying to follow me to school, again!
"
7,1,Ike,"Suck my balls.
"
7,1,Kyle,"No, Ike! You can't come to school with me. 
"
7,1,Cartman,"Yeah! Go home, you little dildo!
"
7,1,Kyle,"Dude, for the last time, don't call my brother a dildo!
"
7,1,Cartman,"Alright, go home, you little semen-puking asshole dickhead!  Ow!
"
7,1,Stan,"Dude, sweet! 
"
7,1,Kyle,"Yeah. Check it out.  Ready Ike? Kick the baby!
"
7,1,Ike,"Don't kick the goddamn baby!
"
7,1,Kyle,"Kick it!
"
7,1,Ike,"Waaaah--  Ow.
"
7,1,Cartman,"Uuugh.
"
7,1,Kyle,"Whoa Cartman. Looks like you didn't get much sleep last night.
"
7,1,Cartman,"That's because I was having these bogus nightmares all night long.
"
7,1,Kyle,"Really? What about?
"
7,1,Cartman,"Well, I dreamt that I was lying in my bed…  in the dark. When all of a sudden this bright blue light filled the room . Then slowly my bedroom door begin to open  and the next thing I remember I was being drug through a hallway.  Then these scary hands wanted to operate on me.  And they had big heads and big black eyes…
"
7,1,Stan,"Dude! Visitors!
"
7,1,Kyle,"Totally!
"
7,1,Cartman,"What?
"
7,1,Stan,"That wasn't a dream Cartman, those were visitors!
"
7,1,Cartman,"No, it was just a dream,  my mom said so.
"
7,1,Stan,"Visitors are real. They...  Wait a minute. This has all happened before.
"
7,1,Kyle,"Yeah. This does seem really familiar.
"
7,1,Cartman,"What the Funk & Wagnalls are you talkin' about?
"
7,1,Kyle,"Cartman, don't you remember the last time you had this dream?
"
7,1,Cartman,"Eh-ih... shut up you guys, you're just tryin' to scare me.
"
7,1,Stan,"No, dude, this happened before! Aliens put some device in you and then we tied you up to a tree and you went up on their ship! You don't remember that?
"
7,1,Cartman,"No I don't remember that!
"
7,1,Kyle,"You don't?
"
7,1,Cartman,"No, because the aliens erased my memory!
"
7,1,Stan,"I remember this whole thing.  Ike tried to follow you to school. You kicked him, then Cartman told us about his alien dream.
"
7,1,Kyle,"Yeah, and then Chef pulled up in his car. 
"
7,1,Chef,"Hello there, children! 
"
7,1,Kyle,"And then you said
"
7,1,Stan,"What's gonna be for lunch today, Chef?
"
7,1,Chef,"Well, today it's Salisbury steak with hot buttered noodles
"
7,1,All,"and a choice of green bean salad or vegetable medley.
"
7,1,Kyle,"Weird
"
7,1,Chef,"Say, did any of you children
"
7,1,All,"see the alien space ship last night?
"
7,1,Chef,"What the?
"
7,1,Stan,"Chef, we're in a repeat.
"
7,1,Chef,"A repeat??
"
7,1,Kyle,"Cartman was visited by aliens again last night. And now it's like we're living a repeat of a previous day.
"
7,1,Cartman,"Aw dude, I hate repeats!
"
7,1,Chef,"I've been feelin' dйjа vu all mornin', children. I knew somethin' strange was goin' on!
"
7,1,Stan,"It all started when Cartman got an anal probe.
"
7,1,Chef,"We have to get Eric to a proctologist right away.
"
7,1,Kyle,"What is a proc-tologist, Chef?
"
7,1,Chef,"He's a doctor that specializes in your asshole, children.
"
7,1,Stan,"You mean, at some point in this doctor's life he decided he wanted to work on people's buttholes.
"
7,1,Chef,"That's right.
"
7,1,Kyle,"What a dick!
"
7,1,Proctologist,"Hello everyone! 
"
7,1,Chef,"Hello Doctor. Thanks for seein' Eric on such short notice.
"
7,1,Proctologist,"What seems to be the problem?
"
7,1,Chef,"We just want you to take a look and tell us if you see anything abnormal.
"
7,1,Kyle,"Other than his monstrous size.
"
7,1,Cartman,"SHUT UP, KYLE! SHUT YOUR GOD-DAMNED MOUTH! 
"
7,1,Proctologist,"All right, let's see here.  Oh my God!!
"
7,1,Cartman,"What?
"
7,1,Proctologist,"Why, there's a huge crack goin' right down the middle! 
"
7,1,Cartman,"Haha, very funny.
"
7,1,Stan,"Yeah, like we haven't heard that one a zillion times.
"
7,1,Proctologist,"All right, let's take a look. 
"
7,1,Cartman,"Heey, just what the hell do you think you're doing?
"
7,1,Chef,"Eric, the doctor has to feel inside your rectum.
"
7,1,Kyle,"And afterwards, he'll probably have to burn his hand and bury it.
"
7,1,Cartman,"Kyle, I swear, if I didn't have a guy's hand up my ass right now, I'd leap across the room and kick you in the nuts. Eh. Oohh. Eow.
"
7,1,Proctologist,"Well the prostate seems to be normal. No swelling of the hemorrhoidal gland...
"
7,1,Cartman,"Eh- Aaaaah. Ooooo-ah. Uuuuu aaaaa.
"
7,1,Proctologist,"Wait, what's this? 
"
7,1,Kyle,"Are you okay?
"
7,1,Cartman,"Dude. You know that feeling when you take a huuuge dump? Awesome! 
"
7,1,Chef,"Well, doctor?
"
7,1,Proctologist,"I've never quite seen this before, uh... Perhaps he just needs some hemorrhoid cream.
"
7,1,Cartman,"Aaaaaa aaaaaa ooagh!
"
7,1,Stan,"You all right?
"
7,1,Cartman,"You know the feeling when the huge dump you just took shoots back up inside your ass? NO I""M NOT ALL RIGHT!!
"
7,1,Proctologist,"I've never seen a hemorrhoid react this way.
"
7,1,Chef,"That wasn't no hemorrhoid, it was an alien hoobajoob! Come on, children! We've got to get Eric to some real help!
"
7,1,Stan,"Where to now, Chef?
"
7,1,Chef,"That thing inside Eric's asshole looked like some kinda alien satellite dish. We need to see my friend down at the Space Center now! 
"
7,1,Chef,"And you're the only person I could think of who might be able to help us, Jeff.
"
7,1,Jeff,"How do we uh, make it come out?
"
7,1,Chef,"Someone just has to activate it like the proctologist did.
"
7,1,Cartman,"Ohhh no no nonono! Nobody is putting their finger in my ass again! Unless it's Kyle. 
"
7,1,Stan,"What?
"
7,1,Kyle,"No way!  You do it, Kenny!
"
7,1,Cartman,"Nope! It has to be Kyle!
"
7,1,Stan,"Go on.
"
7,1,Kyle,"I'm not putting my finger up Cartman's butt!
"
7,1,Chef,"Kyle, the fate of the world may be at stake.
"
7,1,Cartman,"Come, Kyle. Do hurry.  Go ahead, it won't bite. 
"
7,1,Kyle,"God-damnit Cartman!
"
7,1,Cartman,"I couldn't resist. I'm sorry. 
"
7,1,Kyle,"Stop it Cartman!
"
7,1,Cartman,"Okay. Okay okay. 
"
7,1,Kenny,"(Gaaahaha, he got you again!)
"
7,1,Kyle,"God Dammit!
"
7,1,Cartman,"Haha. Oh man, that was great. Okay, go ahead. I'm all out of farts now.  Gahaaa! Derrr!
"
7,1,Kenny,"(Derrr!)
"
7,1,Cartman,"Okaay, okay. It's not funny anymore.  Oh yes it is! 
"
7,1,Kenny,"(Yes it is!)
"
7,1,Chef,"Eric, that's enough!
"
7,1,Cartman,"Okay, okay.  Ohh, double psych!
"
7,1,Kyle,"That's it!  I don't care about the fate of the world! Screw it!
"
7,1,Stan,"Oh, nice going, Cartman!
"
7,1,Cartman,"All right, all right, I'm sorry. Go ahead, Kyle.
"
7,1,Kyle,"No!
"
7,1,Cartman,"No, go ahead. I'm dry.
"
7,1,Kyle,"You're lying!
"
7,1,Chef,"It stopped being funny forty seconds ago, boy! Let's just get this over with!
"
7,1,Cartman,"But it was one of the best times I've ever had.
"
7,1,Jeff,"Can I see this thing, please?
"
7,1,Cartman,"Okay.  Ohhh! God-dammit! 
"
7,1,Chef,"Okay. Now it's funny again.
"
7,1,Cartman,"This is so awesome. I don't think I made it out of that proctologist's office, guys. I think I died and went to heaven.
"
7,1,Kyle,"That does it! CHARGE! 
"
7,1,Chef,"What's it doing?
"
7,1,Jeff,"It, it's sending a transmission of some kind.  Got it! 
"
7,1,Kyle,"It's just sending images of cities and people and stuff.
"
7,1,Chef,"Where is the signal being sent to? 
"
7,1,Cartman,"Ugh. I don't wanna play anymore, you guys.
"
7,1,Kyle,"We went through all that just for some gay video of Earth?
"
7,1,Stan,"We wanted to see an alien planet or something.
"
7,1,Jeff,"Whoever they are, if they're receiving messages, they might be sending them, too. Wait a minute. c-candy bars.
"
7,1,Kyle,"Candy bars?
"
7,1,Jeff,"Yu-you know. Candy bars. They usually come in a wrapper. Just like you... wrap a Christmas present. Christmas happens when it's cold. Cold, as in Alaska - that's... with polar bears. Polar bears... pola... polarity! I can switch the polarity to see what transmissions are coming from the location this one is being sent to!  What the heck?  They're coming in! 
"
7,1,Stan,"What do we do???
"
