Season,Episode,Character,Line
5,1,Kyle,"Hey you guys! Look what I have!
"
5,1,Stan,"What?
"
5,1,Kyle,"Four tickets to The Lion King on stage!
"
5,1,Stan and Kenny,"...Oh.
"
5,1,Kyle,"Aww, come on, you guys! It's supposed to be really cool.
"
5,1,Stan,"Yeah - no - I'd, it, it sounds really cool.
"
5,1,Cartman,"You guys!!! Hey you guys!!! Oh my God!! Oh my God, you guys!!
"
5,1,Kyle,"What, doughboy?
"
5,1,Cartman,"I was just-  I was just watching the TV! They had this commercial.
"
5,1,Stan,"So?
"
5,1,Cartman,"So, guess what they're gonna say tonight on that show, Cop Drama.
"
5,1,Kyle,"What?
"
5,1,Cartman,"No, come on! Guess! They're gonna say something that's never been said on television.
"
5,1,Kyle,"What?!
"
5,1,Cartman,"You'll never guess.
"
5,1,Stan,"What?!
"
5,1,Cartman,"Guess.
"
5,1,Kyle,"Goddamnit, Cartman! What are they gonna say on Cop Drama?
"
5,1,Cartman,"You ready?  Tonight, on Cop Drama, on TV, they're gonna say,  ""Shit.""
"
5,1,Kyle,"They're gonna say ""shit"" on television?
"
5,1,Stan,"They can't say ""shit"" on television!
"
5,1,Cartman,"It was just on the news! People are freaking out, dude.
"
5,1,Stan,"Holy fucking shit!
"
5,1,Kenny,"(Dude! We've gotta watch!)
"
5,1,Cartman,"Yeah. I'm gonna have people over to my house to see it.
"
5,1,Kyle,"Bu- but I got these tickets to see Lion King on stage.
"
5,1,Cartman,"Maybe you didn't hear me, Kyle: I said ""shit"" on television!
"
5,1,Kyle,"It's just a marketing ploy by the network. Like that time they had the first male-to-male kiss with Terrance and Phillip?
"
5,1,Stan,"Aw, come, on dude! This is history.
"
5,1,Kyle,"It's stupid!
"
5,1,Cartman,"Jeez, you're a little irritable, Kyle. What's the matter? You got some sand in your vagina?
"
5,1,Kyle,"No, I don't have sand in my vagina! I just think it's a little immature for us to be standing around talking about one dumb word being on TV!
"
5,1,Randy,"Hey, uh, Sam, did you hear the news?
"
5,1,Sam,"Yeah, they're gonna say ""shit"" on television.
"
5,1,Colleague 1,"Hey, we should all get together and watch it at the bar.
"
5,1,Colleague 2,"Yeaaahhh!
"
5,1,Sam,"Yeah.
"
5,1,Randy,"Yeah.
"
5,1,Colleague 2,"Are you guys gonna let your kids watch?
"
5,1,Randy,"Oh, sure, I mean, you know, Cop Drama is a very artsy, dramatic show.
"
5,1,Sam,"And they're gonna say ""shit""!
"
5,1,Kyle,"Hey, Butters!  I got tickets to go see Lion King tonight, and I decided to invite  YOU before anybody else.
"
5,1,Butters,"Oh, sorry, I can't.  They're gonna say ""shit"" on Cop Drama, and my mom and dad say I have to watch it with them so that I don't take it the wrong way.
"
5,1,Kyle,"How many ways are there to take it?! It's just a stupid word!
"
5,1,Mr. Garrison,"Hey everybody, it's on in thirty minutes! 
"
5,1,Cop,"Listen, Mitchell, I put my life on the line every day. How dare you accuse me!
"
5,1,Mr. Garrison,"Oh, I bet this is it! Here it comes.
"
5,1,Mitchell,"I'm doing my job, Frank! We have to know where that evidence was shipped!
"
5,1,Jimbo,"Oh, was that it? Was that it?!
"
5,1,Randy,"Shipped. He said ""shipped"".
"
5,1,Frank,"I told you, we don't have a record of that. And besides, -
"
5,1,Cartman,"Goddamn it! When are they gonna say ""shit""?!
"
5,1,Stan,"Sh!
"
5,1,Mitchell,"Maybe... maybe protect them from you?
"
5,1,Frank,"Maybe you're forgetting who you're talking to!
"
5,1,Mitchell,"And maybe you're forgetting I used to be a cop, too!
"
5,1,Frank,"Yeah? You used to be a lot of things.
"
5,1,Sheila,"Oh, he doesn't know that Mitchell slept with his wife, does he?
"
5,1,Mitchell,"That's it, I've had enough of this.
"
5,1,Frank,"Don't you turn your back on me, you!
"
5,1,Mitchell,"I said, enough!
"
5,1,Frank,"Is it?
"
5,1,Frank,"Will it... ever be enough?
"
5,1,Announcer,"Cop Drama will return after these messages.
"
5,1,Stan,"Jesus Christ! Another commercial? Are they ever gonna say ""shit?""
"
5,1,Cartman,"I'm sure they're just holding it 'til the very last scene.
"
5,1,Stan and Kyle,"Uh! 
"
5,1,Stan,"Where are you going, Kyle?
"
5,1,Kyle,"I'm going to the kitchen! This is stupid!
"
5,1,Stan,"But you're gonna miss it! They're gonna say ""shit"" and you're gonna miss it!
"
5,1,Kyle,"I don't really give a fuck! 
"
5,1,Stan,"Oh.
"
5,1,Mitchell,"Just understand that it's my job. I still think you're a good cop.
"
5,1,Frank,"Well, Mitchell. I guess you're goin'ta do what you're gonna do. Let's just try and stay friends no matter what.
"
5,1,Mitchell,"You're right. Maybe I'll see you around.
"
5,1,Frank,"Goodbye. Oh, and Mitchell?  You've got some shit on the side of your mouth right there.
"
5,1,Mitchell,"Oh, yeah, thanks, thanks.
"
5,1,Bar Patrons,"Wow!!!
"
5,1,The Boys,"Whoa!!!
"
5,1,Chef and Principle Victoria,"Oh!!
"
5,1,Old Folks,"Whoa!
"
5,1,Jimbo,"They did it!
"
5,1,Stan,"I can't believe they actually said it. 
"
5,1,Cartman,"Dude! You missed it, Kyle! It was so awesome!
"
5,1,Kyle,"Well! I hope it lived up to all the hype! You must feel so much better now!
"
5,1,Cartman,"Kyle, we've gotta get that sand out of your vagina. It's making you cranky. Does it itch?
"
5,1,Kyle,"Do you really think anything's gonna be any different now?!  Do you really think that this will have the tiniest, smallest effect on the world?  It's still the same old world out there. Look.  What the hell?
"
5,1,Cartman,"Whoa, dude, it's raining frogs.
"
5,1,Kyle,"Oh, whatever. 
"
5,1,Anchor Tom,"Last night, the daring and bold show, Cop Drama , broke new ground by saying ""Shit!"" on television, making ""shit"" officially okay to say around the country.  A recent poll shows that 24% of Americans think the show has pushed the envelope too far, while a whopping 76% say they don't really give a shit.  In other news, a strange virus which causes victims to vomit up their intestines is making life shitty for a small farming community.  Rick Watts has the story.
"
5,1,Rick Watts,"Thanks, Tom. Shit is certainly going down here in the small town- 
"
5,1,Tom,"Whoa, shit!
"
5,1,Ms. Choksondik,"Alright, children, in lieu of the common usage, I'm s'posed to clarify the school's position on the word, ""shit"".
"
