Season,Episode,Character,Line
1,1,Boys,"School day, school day, teacher's golden ru...
"
1,1,Kyle,"Ah, damn it! My little brother's trying to follow me to school again.
"
1,1,Ike,"Zeeponanner.
"
1,1,Kyle,"Ike, you can't come to school with me. 
"
1,1,Cartman,"Yeah, go home you little dildo.
"
1,1,Kyle,"Dude, don't call my brother a dildo!
"
1,1,Stan,"What's a dildo?
"
1,1,Kyle,"Well, I don't know...  and I'll bet Cartman doesn't know either!
"
1,1,Cartman,"I know what it means!
"
1,1,Kyle,"Well, what?
"
1,1,Cartman,"I'm not telling you.
"
1,1,Stan,"What's a dildo, Kenny?
"
1,1,Kenny,"(It's a giant stick that goes inside the mom's vagina) 
"
1,1,Cartman,"He-yeah, that's what Kyle's little brother is all right!  Ow! 
"
1,1,Stan,"Dude, that kicks ass!
"
1,1,Kyle,"Yeah, check this one out. Ready, Ike? Kick the baby!
"
1,1,Ike,"Don't kick the baby.
"
1,1,Kyle,"Kick the baby. 
"
1,1,Stan,"Whoa, Cartman! Looks like you didn't get much sleep last night.
"
1,1,Cartman,"That's 'cause I was having these... bogus nightmares.
"
1,1,Kyle,"Really? What about?
"
1,1,Cartman,"Well, I dreamt that I was lying in my bed...  in the dark, when all of a sudden this bright blue light filled the room.  Then slowly my bedroom door begin to open,  and the next thing I remember, I was being drug through a hallway.  Then I was lying on a table,  and these scary hands wanted to operate on me. And they had big heads and big black eyes...
"
1,1,Stan,"Dude! Visitors!
"
1,1,Kyle,"Totally!
"
1,1,Cartman,"What?
"
1,1,Stan,"That wasn't a dream Cartman, those were visitors!
"
1,1,Cartman,"No, it was just a dream, my mom said so.
"
1,1,Stan,"Visitors are real.
"
1,1,Kyle,"Yeah, they abduct people and they mutilate cows.
"
1,1,Cartman,"Oh, shut up guys! You're just trying to make me scared. And it's not working.
"
1,1,Chef,"Hello there, children.
"
1,1,Boys,"Hey, Chef.
"
1,1,Stan,"What's gonna be for lunch today, Chef?
"
1,1,Chef,"Well, today it's Salisbury steak with buttered noodles and a choice of green bean casserole or vegetable medley.
"
1,1,Cartman,"Kick ass.
"
1,1,Chef,"Say, did any of you children see the alien space ship last night?
"
1,1,Cartman,"Huh?
"
1,1,Kyle,"Yeah, fat boy saw it!
"
1,1,Cartman,"Eh, no, that, that was just a dream. And I'm not fat, I'm big boned!
"
1,1,Chef,"Oh, was it the ones with the big long heads and the black eyes?
"
1,1,Cartman,"Oh!
"
1,1,Stan,"They took him on their ship.
"
1,1,Chef,"Oh! Did they give you an anal probe?
"
1,1,Cartman,"Oh!
"
1,1,Kyle,"What's an anal probe?
"
1,1,Chef,"That's when they put a big metal hooba-jube up yo' butt.
"
1,1,Kyle,"Whoa! They gave you an anal probe Cartman?
"
1,1,Cartman,"No! Uh-I mean, eh, why would they do that?
"
1,1,Stan,"Dude, they did, huh? Aliens stuck stuff up your ass!
"
1,1,Cartman,"No!
"
1,1,Ike,"Eneh probe
"
1,1,Cartman,"Shut up, dildo!
"
1,1,Chef,"Well, I gotta get to the cafeteria. You children watch that fat boy now. He could be under alien control. 
"
1,1,Cartman,"Oh!
"
1,1,Kyle,"We told you they were real Cartman. Sorry to hear about your ass.
"
1,1,Cartman,"God damn it, they didn't do anything to my ass! It was just a dream!
"
1,1,Kyle,"Why are you walkin' so funny Cartman?
"
1,1,Cartman,"Shut up!
"
1,1,Ike,"Oh foonuh bebe.
"
1,1,Kyle,"No, Ike, go home.
"
1,1,Ike,"Eeeeee!
"
1,1,Kyle,"This is it. This one's for the game.
"
1,1,Ike,"Purplor.
"
1,1,Kyle,"Kick the baby! 
"
1,1,Student,"Good one!
"
1,1,Stan,"Good morning, Miss Crabtree.
"
1,1,Ms. Crabtree,"Sit down! We're runnin' late! 
"
1,1,Kyle,"Damn it, he's still there.
"
1,1,Stan,"Oh, don't worry about him.
"
1,1,Kyle,"No, dude, if something happens to him, my parents are gonna blame me.
"
1,1,Ms. Crabtree,"Sit down back there! Arrrggghhh!!
"
1,1,Kyle,"Ike! Go home!
"
1,1,Ms. Crabtree,"I said '''sit dowwwwn!'''
"
1,1,Stan,"Yeah, whatever, ya fat bitch.
"
1,1,Ms. Crabtree,"What did you say?
"
1,1,Stan,"I said I have a bad itch.
"
1,1,Ms. Crabtree,"Oh.
"
1,1,Kyle,"Oh, my God! 
"
1,1,Stan,"Visitors!
"
1,1,Kenny,"(Oh nooo!)
"
1,1,Kyle,"Ike!  Stop the bus! Miss Crabtree, you have to stop this bus!
"
1,1,Ms. Crabtree,"Sit down, kid!
"
1,1,Kyle,"But I have to get off!
"
1,1,Ms. Crabtree,"Do you want an office referral?
"
1,1,Kyle,"No.
"
1,1,Ms. Crabtree,"Then sit down!
"
1,1,Kyle,"But I...
"
1,1,Ms. Crabtree,"Arrgghhh!
"
1,1,Kyle,"Arrghh!
"
1,1,"Kyle, Ms. Crabtree","Arrrggghhh! 
"
1,1,Stan,"Cartman, are those the same visitors you saw?
"
1,1,Cartman,"Shut up you guys, it's not working.
"
1,1,Kyle,"I'm in big trouble, you guys! We have to do something!
"
1,1,Stan,"Well, we can't do anything for now, that fat bitch won't let us.
"
1,1,Ms. Crabtree,"What did you say?
"
1,1,Stan,"Uh, I said that rabbits eat lettuce.
"
1,1,Ms. Crabtree,"Oh. Well, yes, they certainly do. 
"
1,1,Kyle,"What am I going to do? My little brother's been abducted by aliens.  You farted. 
"
1,1,Cartman,"Somebody's baking brownies. 
"
1,1,Farmer Carl,"This is the third cow this month. At this rate all of my cattle are gonna die before the winter's through. 
"
1,1,Officer Barbrady,"This is nothing out of the unusual. Cows turn themselves inside out all the time. 
"
1,1,Farmer Carl,"People's been saying they've been seeing UFO's around.
"
1,1,Officer Barbrady,"UFO's? 
"
1,1,Farmer Carl,"Yeah, and black army CIA helicopters and trucks.
"
1,1,Officer Barbrady,"That is the silliest thing I've ever heard. 
"
1,1,Farmer Carl,"What was that?
"
1,1,Officer Barbrady,"That, that was a pigeon.
"
1,1,Farmer Carl,"What am I supposed to do, Barbrady? Just stand here and watch my cattle get mutilated one by one?  Hey! My cattle!  You see? There is somethin' funny goin' on!
"
1,1,Officer Barbrady,"There's nothing funny going on. I'll get those cows back.
"
1,1,Mr. Garrison,"And now children, our friend, Mr. Hat, is going to tell us about Christopher Columbus.
"
1,1,Mr. Hat,"That's right, Mr. Garrison. Christopher Columbus discovered America and was the Indians' best friend. He helped the Indians win their war against Fredrick Douglass and a freed the Hebrews from Napoleon and discovered France. And then in 1492...
"
1,1,Kyle,"Oh, man. I can't just sit here, I have to help my stupid brother, or I'll come home without him and my dad will start yelling, ""Where's your brother, Kyle?"" ""You weren't looking out for your little brother, Kyle?""
"
1,1,Stan,"Okay, okay, let's ditch school and go find him.
"
1,1,Kyle,"""You know he can't think on his own, Kyle!"" ""Brush and floss, Kyle!"" ""Where has that finger been, Kyle?""
"
1,1,Stan,"Dude!
"
1,1,Mr. Garrison,"Is there a problem, boys?
"
1,1,Kyle,"Yes, Mr. Garrison, I have to go now.
"
1,1,Mr. Garrison,"Oh, really, Kyle? What is it this time? Another prostate tumor?
"
1,1,Kyle,"No, my little brother's been abducted by aliens.  It's true! Ask Cartman, they gave him an anal probe.
"
1,1,Cartman,"Heh, heh, that's a, that's, that's a little joke. Heh, heh.
"
1,1,Kyle,"Mr. Garrison, seriously, I have to go. Can I please be excused from class?
"
