Season,Episode,Character,Line
19,1,Mr. Mackey,"Alright parents and students, please take your seats.  Okay, okay. Now as you know, There was an incident at the school last week involving a student referring to rape as a ""hot Cosby,"" okay?  Listen, listen! Principal Victoria has been fired!
"
19,1,Various adults,"What? Fired?
"
19,1,Cartman,"Sweet dude!
"
19,1,Mr. Mackey,"And a new person has been appointed to try and make South Park Elementary a amore... progressive place that... fits in with today's times. Heh ukay? So please welcome... PC Principal. 
"
19,1,PC Principal,"All right, listen up. My name is PC Principal. I don't know about you, but frankly I'm sick and tired of how minority groups are marginalized in today's society. I'm here because this place is lost in a time warp! Students who still use the word ""retarded""! A teacher who said women without wombs should get an AIDS test!
"
19,1,Mr. Garrison,"Oh, I was a  lesbian then.
"
19,1,PC Principal,"A chef ""person of color"" who the children had sing soul songs and who the children drove to kill himself!
"
19,1,Butters,"No, he got brainwashed by a cult.
"
19,1,PC Principal,"And that's two days' detention for you, young man! We'll see you at 4!
"
19,1,Butters,"What??
"
19,1,PC Principal,"Let me ask you this. We're in Colorado, right?! Where are the Hispanic kids?! Huh?! Where are the ethnic and racial minorities?!
"
19,1,Mr. Mackey,"Well, we have Token; he's black.
"
19,1,PC Principal,"And that's two days' detention for you, Mackey! Congratulations!
"
19,1,Mr. Mackey,"Wha- I got detention?
"
19,1,PC Principal,"I Googled South Park before I came here, and I cannot believe the shit you're getting away with! People claiming to be advocates of transgender rights, but really just wanting to use the women's bathroom!  A white man who thinks he's Chinese and built a wall to keep out Mongolians
"
19,1,Tuong Lu Kim,"Ohhhh I hate-a Mongorians!
"
19,1,PC Principal,"What the fuck is this?! Are you fucking kidding me?! I'm telling you all, this is done! Like it or not, PC is back, and it's bigger than ever! Woowoowoo You hear that?! That's the sound of 2015 pulling you over, people! Suck it! 
"
19,1,Stan,"Man, I guess things are going to be different around here.
"
19,1,Kyle,"You know what? I think it's good. Let's face it: this is long overdue.
"
19,1,Butters,"Did you guys hear? Cartman got four days' suspension, for calling Heidi Turner ""clitty litter""!
"
19,1,Kenny,"(Really?)
"
19,1,Butters,"But the thing is, Eric isn't even fightin' it. It's like he's all sad and scared.
"
19,1,Kyle,"Good! He should be sad and scared! These things do matter And I already feel better to be at a school where we can start to have a dialogue and talk about this stuff.
"
19,1,Mr. Mackey,"Will uh, Kyle Broflovski report to the principal's office immediately? Uhkay? Kyle Broflovski.  Did I, did I say that all right?
"
19,1,Gerald,"Uhm, hi, I'm Gerald, Kyle Broflovski's father.
"
19,1,PC Principal,"Have a seat. I've been talking with your child, and we're gonna be giving him two weeks' detention.
"
19,1,Gerald,"Wull, what's this about, Kyle?
"
19,1,PC Principal,"Your son said some things to a fourth-grade girl that frankly make me wanna puke! Now that I'm principal, I'm not gonna allow  anyone at this school to be made feel unsafe and harassed!
"
19,1,Gerald,"Wh-wh-what did he say?
"
19,1,PC Principal,"You'll have toe excuse my language.  ""I don't think Caitlyn Jenner is a hero.""  This kind of transphobic and  bigoted hate speech isn't gonna fly here, bro! Well I though we were all on board that Caitlyn Jenner is an amazing,  beautiful woman who had the exquisite bravery of a butterfly flying against the wind. And then this shit comes out of people's mouths!
"
19,1,Gerald,"PC Principal, I, I'm sure Kyle was just referring to Bruce Jenner as a person, and not trying to say anything against-
"
19,1,PC Principal,"You got a fuckin' problem bro?!
"
19,1,Gerald,"No...
"
19,1,PC Principal,"'Cause it's not Bruce fuckin' Jenner! It's Caitlyn, and she's a fuckin' stunning woman! Or maybe you're the one teaching him to demean women in the first place! HUH?! What's up?! What's fuckin' up, bro?
"
19,1,Gerald,"Look, maybe we can all just ta-
"
19,1,PC Principal,"Get the fuck out of here, dude! 
"
19,1,Gerald and Kyle,"Aaah! 
"
19,1,Randy,"I mean, who the hell does this guy think he is? Some college kid's gonna come in and tell us our ways are old?
"
19,1,Stuart,"Yeah. And, you can't bully our kids like that.
"
19,1,Gerald,"Kyle's already got two weeks of detention.
"
19,1,Stephen,"Huh for what?!
"
19,1,Gerald,"Just 'cause he said something about Caitlyn Jenner. 
"
19,1,Stephen,"Oh, Caitlyn Jenner. she's a hero. She is stunning and brave.
"
19,1,Stuart,"Stunning. She is absolutely beautiful, and an inspiration.
"
19,1,Ryan,"Yup!
"
19,1,Randy,"Yup, that's right.
"
19,1,Gerald,"Well what the hell were you guys talki-
"
19,1,Ryan,"we've gotta be careful, Gerald. This is a college bar.
"
19,1,PC Bro 1,"Somebody here have a problem with Caitlyn Jenner?
"
19,1,Ryan,"No.
"
19,1,PC Bro 1,"No? 'Cause she's a stunning, beautiful woman, and if you wanna call her anything else I'm ready to fuckin' throw down!
"
19,1,Stuart,"No no, we're totally fine with it.
"
19,1,PC Bro 2,"Woowoowoowoowoo!  It? Did somebody just refer to Caitlyn Jenner as ""it""? I'm PC, bro. I'll throw down!
"
19,1,PC Bro 1,"Sweet. You're PC bro?
"
19,1,PC Bro 2,"Yeah, Arizona State.
"
19,1,PC Bro 1,"Sweet, bro. I'm PC UMass.
"
19,1,PC Bro 2,"Fuck yeah! Sweet, dude! 
"
19,1,PC Bro 1,"Sweet!  So, do we have a fuckin' problem here?
"
19,1,Stephen,"No! Caitlyn Jenner is the bravest woman in America.
"
19,1,PC Bro 3,"Woo-oowoo-oowoo-oo!  Did someone here just say ""America"" in a way that ""otherwise"" and demeans the people of Latin and South America?!
"
19,1,PC Bro 2,"Nice, dude. You PC?
"
19,1,PC Bro 3,"Yeah, Chino Hills.  You think Venezuelans aren't Americans, brah?!
"
19,1,PC Bro 2,"Yeah, you wanna make fun of me?!
"
19,1,PC Principal,"Hey! What seems to be the problem here, gentlemen?!
"
19,1,PC Bro 1,"Who the hell are you?!
"
19,1,PC Principal,"I'm PC Principal.
"
19,1,PC Bro 2,"Oh nice. We're all PC too.
"
19,1,PC Principal,"No way! There's more PC bros here?
"
19,1,PC Bro 4,"Yeah dude, Ohio State.
"
19,1,PC Principal,"Sweet, bro. Texas A&M. Bro, I had no idea there were like-minded individuals in this town that defended social minorities. We should all hang out.
"
19,1,PC Bro 1,"We should totally hang out.
"
19,1,PC Bro 4,"We should all get a house together and unite our tolerant views.
"
19,1,PC Bro 1,"Fuckin' do it, dude!
"
19,1,PC Bro 4,"Fuck yeah!
"
19,1,Janitor,"Well, looks like thangs are gettin' all PC again. 
"
19,1,Friend,"Well how long d'you think this will last?
"
