Season,Episode,Character,Line
17,1,Kyle,"I am sooo sick of that stupid bitch! Blabbin' pussy little skank! Why do people talk on their phone like that?! I can't even get a minute of piece before that bitch walks in, holding the cell phone out like this , and talking on speaker phone! Nobody wants to hear your goddamned conversations, you little bitch! You're not that important!
"
17,1,Cartman,"Yeah, I know dude. I'm telling you, it was the worst pain in my entire life.
"
17,1,Lawrence,"How many hours were you guys playing?
"
17,1,Cartman,"Like six hours, dude. And my friends were all like ""Dude, Cartman, we need you to keep playing defense!""
"
17,1,Kyle,"AAAARGH!
"
17,1,Lawrence,"You were playing football?
"
17,1,Cartman,"Yeah, but I was like ""I can't you guys. I twisted my ankle."" In the end though, they really needed me to play, so I just played through the pain, you know what I'm sayin'?
"
17,1,Kyle,"That is not what happened! You totally started crying and quit the game!
"
17,1,Cartman,"Kyle, this is a private conversation.
"
17,1,Kyle,"Then take that shit off speaker phone!!
"
17,1,Lawrence,"Is that that same kid?
"
17,1,Cartman,"Yeah, it's that kid Kyle again. He's a total boner, always listening in on my calls.
"
17,1,Kyle,"How do we have a choice?!
"
17,1,Cartman,"Stop listening to my conversation, Kyle! What are you, the NSA?! Lawrence, remember how I was tellin' you the NSA listens to everyone's phone calls and reads all our e-mails?
"
17,1,Lawrence,"Yeah yeah, you said that.
"
17,1,Toby,"My dad says the government keeps a database on everyone.
"
17,1,Cartman,"Who is that? Is that Toby
"
17,1,Toby,"Yeah.
"
17,1,Cartman,"Dude, Toby, are you over at Lawrence's?
"
17,1,Toby,"Yeah, we're ditching school.
"
17,1,Cartman,"You're what? What, you say?
"
17,1,Lawrence,"Me and Toby are ditching school!
"
17,1,Cartman,"I'm telling you guys, the government thinks they can do whatever they want, and we don't have any privacy anymore!  Just between you and me, I think everyone is too stupid to see what this is all leading to. Did you guys read ""1984""?
"
17,1,Lawrence,"I don't think so.
"
17,1,Cartman,"See, I didn't read it either, but I saw the puppet show version up at Casa Bonita. We have to do something about this! We need to organize a rally! 
"
17,1,Lawrence,"That'd be cool.
"
17,1,Cartman,"That'd be what?
"
17,1,Lawrence,"That'd be COOL.
"
17,1,Cartman,"I know, right?  A big rally to tell the government to stay out of our private lives! I'm gonna e-mail everybody and put it up on my blog pages!  I seriously feel like I'm being spied on right now.  I'm sure the government has a file on me a mile long; that's why this is so important, you know?  Hang on, I'm gonna make a video blog for my ""Stop Listening To Me"" Web site.  What's up everybody? It's me again, just kicking it at my skeal. There's gonna be a big rally to tell the government to stop gathering information on us! Gonna tweet you all the details, but keep quiet, 'cause it's top secret!  You guys gonna update your blogs too?
"
17,1,Cartman,"Dude, I really can't hear you Lawrence. Are you outside or something?
"
17,1,Lawrence,"I said I got your tweet and the address!
"
17,1,Cartman,"Okay, well put Toby back on the phone! You guys start Googling everyone the directions to the rally site. Toby, are you there, bro?
"
17,1,Toby,"Yeah, I'm here, bro.
"
17,1,Cartman,"Bro, you gotta um, e-mail Jack about the rally and see if he'll bring petition forms. 
"
17,1,Kyle,"Will you please take your rally conversation somewhere else?
"
17,1,Cartman,"Oh heeell NO you didn't just invade my privacy again?! That is the LAST STRAW, Kyle!  Everybody! Everybody hey! Just so you know, we might have an NSA agent right here at our school
"
17,1,Butters,"Ww-ww-what's the N S A?
"
17,1,Cartman,"That just so you know, the government is watching everything you do! Always watching! They say it's to keep us safe! But what price is safety, Kyle? 
"
17,1,Butters,"The government watches everything we do?
"
17,1,Butters,"Hello?? Hey Government... It's me... Butters. Ah I just wanna say, well, well, thanks for watching over me and, and doin' everything you do. ...An and please watch over Mommy, and Daddy, ah an and my friends Stan and Kyle, Craig and Token, and and even ol' Eric Cartman. Uh I know he can be a meanie sometimes, but please watch over him too. Goodnight, Government.  Oh yeah.  Ah, and thank you, President Obama, for, for making me feel so safe and looked after. And if it wouldn't be... too much trouble...  I'd really like to get a puppy for Christmas this year.  'Night, Government. 
"
17,1,Cartman,"Dude, they have gone too far this time! There is no doubt the government is tracking me! We're gonna have to put off the rally.
"
17,1,Lawrence,"They're spying on you?
"
17,1,Cartman,"Yes, right here. I went to Amazon to see if they had Grand Theft Auto V, and it says, ""you might also be interested in the Blu-ray for Star Trek."" I'm totally interested in the Blu-ray for Star Trek! How did they know that unless the government is keepin' tabs on mw?!  This is war, bro! Forget the rally, we have to go hard core!
"
17,1,Lawrence,"Like what?
"
17,1,Cartman,"Alright, listen. I'm gonna get a job at the NSA, and then I'm gonna put all their secrets up on Twitter.
"
17,1,Lawrence,"Naw, don't do that.
"
17,1,Cartman,"No! Dude, I'm gonna sneak into their headquarters disguised as an employee, and I'm gonna-  Hey, hang on a second, Lawrence.  I think we have a Nosey Nancy in the room.  Dude, my Twitter account might already be compromised. If I'm gonna infiltrate the NSA and get all their secrets out to the public, then I'm gonna need something better than Twitter.
"
17,1,Lawrence,"You need that new thing where you don't need to type.
"
17,1,Cartman,"What, they already have something better than Twitter?
"
17,1,Lawrence,"You haven't seen the Alec Baldwin commercial?
"
17,1,Cartman,"No! What Alec Baldwin commercial?
"
17,1,Alec Baldwin,"Hello. I'm Alec Baldwin, and I love social media.  But sometimes, I accidentally tweet things that are homophobic. I don't think that way, I just type that way. That's when I realized it wasn't me that was homophobic, it was my thumbs, and they needed to be gotten rid of.  So then the problem was, I don't have thumbs. But I know that everyone in America still wants to hear everything I have to say. Well, that's okay, because now there's a device that can actually take the thoughts in your head and send them directly to the Internet. It's called... Shitter. Wires are grafted harmlessly into your skull and any thought you have is uploaded to the Internet, and on to all your Shitter followers.  Don't let your social media slow down our need to communicate with the world. Go direct from thought to Internet ...with Shitter. 
"
17,1,Kyle,"What the hell are you doing?!
"
17,1,Clyde,"What's Shitter?
"
17,1,Stan,"Wow.
"
17,1,Kyle,"You're okay with everything you think going up on the Internet?
"
17,1,Cartman,"Yeah, because the government won't respect my privacy.
"
17,1,Clyde,"How many people are on Shitter?
"
17,1,Cartman,"Just two so far: me and Alec Baldwin.
"
17,1,Butters,"Oh my God. Oh my God they say me. They saw me and they're gonna be so angry! Maybe they didn't see me. No! No, they saw me, they see everything! I did something really bad. Really really bad. 
"
17,1,Clerk,"Next!
"
17,1,Butters,"Oh God, uh... but my parents always told me, ""If you do somethin' horrible, then you have to admit it to your protector, so that you can have forgiveness."" Are these people nice?
"
