Season,Episode,Character,Line
9,1,Doctor,"Hello, Mr. Garrison, I'm Dr. Biber. I'll be performing your surgery today.
"
9,1,Mr. Garrison,"God bless you, Doctor. I know you'll make me well again.
"
9,1,Dr. Biber,"Now, you're absolutely sure you want a vaginoplasty?
"
9,1,Mr. Garrison,"My whole life I've been a woman trapped in a man's body. A sex-change operation is my last chance at happiness.
"
9,1,Dr. Biber,"All right, then let's begin.  Just relax, Mr. Garrison. I think if more people could just see a sex-change operation, they would know how perfectly natural it is. The first thing I'm going to do is slice your balls. 
"
9,1,Mr. Garrison,"Ough, ergh. Eww. 
"
9,1,Dr. Biber,"With the scrotum open, I can now discard of your testicles.
"
9,1,Mr. Garrison,"So long, balls. 
"
9,1,Dr. Biber,"Now, I'll just continue the incision up the shaft of the penis. 
"
9,1,Mr. Garrison,"Oh, that stings.
"
9,1,Dr. Biber,"Now I'll just... turn your... penis inside out.
"
9,1,Mr. Garrison,"OH! Oh jeez.
"
9,1,Dr. Biber,"All we need to do now is ...stuff the ...unskinned penis inside your... pelvis... And now I'll use the skin from your penis to make vaginal lips.
"
9,1,Mr. Garrison,"Do I look like a woman?
"
9,1,Dr. Biber,"Pretty much.
"
9,1,Stan,"Dude, don't be nervous.
"
9,1,Kyle,"How can I not be nervous? Trying out for the All-State team has been my dream for years.
"
9,1,Stan,"You're the best player at our school, dude. You'll make the team for sure.
"
9,1,Cartman,"This is ridiculous. Jews can't play basketball.
"
9,1,Kyle,"I beat out YOUR fat ass, Cartman! 
"
9,1,Lead Referee,"All students trying out for the All-State team to center court! 
"
9,1,Stan,"Good luck. 
"
9,1,Coach,"All right boys, now you're all here because you're the best of the best.  I know that you've all worked really hard to make it this far, so let's get out there and  SHOW ME WHAT YOU'VE GOT!  Uh, uh excuse me, Brof-Broflovski, is it?
"
9,1,Kyle,"Yeah?
"
9,1,Coach,"Can we talk to you for a minute?  You uh... You're the best player in your school, are ya?
"
9,1,Kyle,"Yep! I love basketball. I wanna play for the Denver Nuggets one day.
"
9,1,Coach,"Yeah. Uh, look, kid, you've got great skills and a great attitude. But you're just not physically ...built for the game.
"
9,1,Kyle,"Oo whataya mean?
"
9,1,Coach,"Well, it's just that... Jew's can't play basketball.  Awright, kids, we've gotta work on that shooting! Come on!
"
9,1,Stan,"Dude, you were awesome, Kyle.  Look, y-you gave it your best shot, right? That's all you could do. 
"
9,1,Cartman,"Nyanyanyanyanyaaanyaaa! You-hoo-hoo-hoo loh-ost! Hahahahahaaahaaa!  Kyle, I'm totally ripping on you at a totally inappropriate time.
"
9,1,Kyle,"I know. I deserve it.
"
9,1,Cartman,"Yeah, you know why? Because Jews can't play basketball!
"
9,1,Kyle,"You're right.  Jesus, that was fun...
"
9,1,Man,"Hey everybody, you're not gonna believe it!
"
9,1,Randy,"Believe what?
"
9,1,Man,"It's Mr. Garrison! Only it ISN'T Mr. Garrison! He- He's a woman now! 
"
9,1,Mrs. Garrison,"Hello everybody!  Can you believe it ladies? I'm one of YOU now!  Wow, just look at all these tampons! Regular, heavy flow- Oh boy, I can't wait till I get my first period! 
"
9,1,Mrs. Garrison,"Hi gals!  Oh boy, can you believe the sales they're havin' out there? Well, I'm about to pee out my vagina for the first time.  Give us a hug. Girls' Club!  Oh wow! This is great! Look at that, I'm peeing sittin' down like a dainty dignified little woman!  Sany, any of you ladies wanna go see a sad movie together?  You guys try those new wings tampons? Do those work well?
"
9,1,Stan,"Kyle, you have to cheer up, dude. So you aren't built right for basketball.
"
9,1,Kyle,"But I feel like a basketball player. That's all I wanna do. 
"
9,1,Mrs. Garrison,"Hello, boys! It's me, your teacher! Mrs. Garrison! 
"
9,1,Cartman,"You guys, Mr. Garrison has titties.
"
9,1,Mrs. Garrison,"I had a sex-chamge operation. My penis is now a vagina and I'm experiencing womanhood for the first time in my life! See ya in class! 
"
9,1,Kyle,"Mom? Dad? What's a sex-change operation?
"
9,1,Gerald,"What? Th'um, nuh-nothing. I- I'll explain it to you when you're a little older.
"
9,1,Kyle,"But our teacher, Mr. Garrison? He just had his penis made into a vagina. How come?
"
9,1,Ike,"Penis!
"
9,1,Gerald,"Your teacher had a sex change?? Oh my God! 
"
9,1,Ike,"Vagina!
"
9,1,Gerald,"That does it! I'm taking you boys OUT OF THAT SCHOOL! 
"
9,1,Sheila,"Gerald, that is very closed-minded of you! You shouldn't judge people who want to change.
"
9,1,Gerald,"He's a teacher! How are we supposed to explain this to our children?!
"
9,1,Sheila,"It's very simple.  You see, Kyle, sometimes a person' outside doesn't reflect who they are on the inside.
"
9,1,Kyle,"Yeah. That's right.
"
9,1,Sheila,"They feel like they're somebody trapped in another person's body. And so, they can have a surgery  that makes them more into the person they see themselves as. Do you understand?
"
9,1,Kyle,"Totally! I totally understand!
"
9,1,Sheila,"There. You see, Gerald? He totally understands.
"
9,1,Dr. Biber,"So, I hear you're interested in reconstructive surgery.
"
9,1,Kyle,"Yeah. My school teacher wanted to be a woman, and you made him into one.
"
9,1,Dr. Biber,"Oh yes, Mr. Garrison. Uh yes, he had a vaginoplasty. Mhm.
"
9,1,Kyle,"Well, do you also do other surgeries like that?
"
9,1,Dr. Biber,"Sure. You see sometimes a woman wants to be a man. That procedure is called a peniplasty.
"
9,1,Kyle,"No, no, uh I wanna be tall and black.
"
9,1,Dr. Biber,"...You what?
"
9,1,Kyle,"I hate being small and Jewish. I feel like a tall black man.
"
9,1,Dr. Biber,"Ohhhhh! You want a negroplasty!
"
9,1,Kyle,"Yeah! 
"
9,1,Stan,"Wha-a-a negroplasty??
"
9,1,Dr. Biber,"It's a fairly common procedure, really, just the reverse of a caucasioplasty just like Michael Jackson had. Let's take a look here.  What we do is slice your face and peel it back so we can insert now pigment producing cells inside.  We break the arm bones in several places and put braces to make them longer.  Now, the knees we need to snap off and fill with small round objects that can cause better movement.  And we finish it off with a nice peniplasty to enhance the genitalia.  Negroplasty takes about seven hours and costs roughly three thousand dollars.
"
9,1,Stan,"Uh excuse me, is this really a good idea?
"
9,1,Dr. Biber,"Well, it's a good idea if you wanna be tall and black. Otherwise, I wouldn't recommend it.
"
9,1,Mrs. Garrison,"Hello, Mr. Slave.  Boy have I been busy. A woman's work is never done.  I got some tampons. I should be getting my period really soon. I hope I don't get too emotional and drive you crazy with my PMS.  Mr. Slave, I got&#160;!Mrs.somethin' for us, too.  Would you like to take this beautiful woman to bed?
"
9,1,Mr. Slave,"No thanks.
"
9,1,Mrs. Garrison,"Nu- no thanks? Come on, Mr. Slave, I wanna try out my new snootch.
"
9,1,Mr. Slave,"I can't believe you just went ahead and had that surgery without even asking me what I thought.
"
9,1,Mrs. Garrison,"Well, I ASSUMED you supported me. It's still me; I just have a vagina instead of a penis.
"
9,1,Mr. Slave,"But I'm gay! I don't like vaginas!
"
9,1,Mrs. Garrison,"Don't you even care that I was suffering? I wasn't happy the way I was!
"
9,1,Mr. Slave,"It's great that you feel better, but you never stopped to think about how other people around you would feel!
"
9,1,Mrs. Garrison,"Look, we can still be together. All you have to do is stop being gay!
"
9,1,Mr. Slave,"How can you say that?! You're gay too!
"
9,1,Mrs. Garrison,"I'm not gay! I'm a woman!
"
9,1,Mr. Slave,"Oh, Jesus Christ! 
"
9,1,Mrs. Garrison,"Oh, so is that it?!  You're just gonna walk out?! You men are all alike! Go ahead and find somebody who doesn't have a vagina, you fag! 
"
9,1,Kyle,"Mom! Dad! I have awesome news! The doctor who gave Mr. Garrison his sex change said he can make me tall and black. 
"
9,1,Sheila,"What??
"
9,1,Kyle,"Dr. Biber said he can give me a negroplasty so I can finally look the way I've always wanted. He even took my picture and then did computer imaging to show what I would look like after the surgery. 
"
9,1,Gerald,"Oh, just great! You see, Sheila?! This is what your transgender progressive thinking gets you! Now your son wants to be transracial!
"
9,1,Kyle,"Can I have three thousand dollars, Mom and Dad, huh?? Can I??
"
9,1,Sheila,"Absolutely not, Kyle!
"
9,1,Kyle,"But why not? You said sometimes people need surgery to make them feel better about themselves.
"
9,1,Sheila,"Yes, but Kyle-
"
9,1,Kyle,"Well, all my life I felt I was black! I've listened to hip-hop, I watch UPN and I love playing basketball! My body doesn't reflect who I am inside.
"
9,1,Sheila,"Kyle, you have to accept your body the way it is.
"
9,1,Kyle,"Why? Why do I have to accept it when I can change it?
"
9,1,Sheila,"The answer is NO, Kyle! You're NOT going to have negroplasty!
"
9,1,Kyle,"But Jews can't play basketball! 
"
9,1,Gerald,"Kyle, you'd better stop being anti-Semitic right now, mister!!
"
9,1,Kyle,"I'm never speaking to either of you ever again! 
"
9,1,Gerald,"Oh, that does it!
"
9,1,Sheila,"Where are you going?!
"
9,1,Gerald,"That Dr. Biber is about to get his ass bitten off! 
"
9,1,Gerald,"Who the hell do you think you are?!
"
9,1,Dr. Biber,"Dr. Biber.
"
9,1,Gerald,"What kind of nutjob would agree to surgically alter my son into a tall African-American?!
"
9,1,Dr. Biber,"Oh, you're Kyle's father.
"
9,1,Gerald,"Huh that's right! And I also happen to be a lawyer! And I'm gonna have you sued for malpractice, and your clinic shut down!!
"
9,1,Dr. Biber,"What is that on your shirt?
"
9,1,Gerald,"What th- Look, they're- They're dolphins! Why?
"
9,1,Dr. Biber,"Ahhh you like dolphins, hm? 
"
9,1,Gerald,"A b--uh I love dolphins, Ever since I was a child I dreamt of... Huh b-b-b- But that has hardly any bearing on what I'm hear to-
"
9,1,Dr. Biber,"I can make you one.
"
9,1,Gerald,"...What?
"
9,1,Dr. Biber,"Invert the back, move the esophagus to the top of the head. Yes, a full dolphinoplasty could be achieved relatively simply...
"
9,1,Gerald,"Make me a... dolphin? 
"
9,1,Singer,"If I could swim with the dolphins, the soft and gentle dolphins...Why can't I swim with the dolphins?
"
9,1,Gerald,"...No.  No, no, it's crazy.
"
9,1,Dr. Biber,"There's nothing crazy about a person wanting to look on the outside the way they feel on ths inside.
"
9,1,Announcer,"It's Girls Gone Wild!  These girls will do anything! 
"
9,1,Mrs. Garrison,"Oh jeez, should I do it?! Should I do it?! Oh what the hell!  Wooo! Huhuh, wooo!
"
9,1,Men,"Awww!
"
9,1,Mrs. Garrison,"Look, I'll giggle and make them bounce up and down!  Heeheeheeheehee, heeheeheeheeheeheehee.
"
9,1,Mrs. Garrison,"Oh boy, men will do just about anything to get a look at our tits, won't they? Men are all the same. My boyfriend walked out on me! Turns out he was a fag. But I've been livin' it up ever since, havin' sex with all kinds of different guys! Girl power!  You know, the strange thing is, I haven't gotten my period yet. Is there a reason a woman might miss her period?
"
9,1,Redhead,"Well, normally, if a woman misses her period, it means she's pregnant.
"
9,1,Mrs. Garrison,"...Pregnant?  Oh my God. Of course.  I haven't gotten to experience a period because... one of those truckers I slept with got me knocked up.  I'm pregnant, everybody! Hoh boy, now I can have an abortion! 
"
9,1,Sheila,"Gerald! What happened to you?!
"
9,1,Gerald,"That doctor is a miracle worker, Sheila. Iiii'm the happiest I've ever been.  Look, Ike! You're daddy's a dolphin! 
"
9,1,Sheila,"A dolphin?!?!
"
9,1,Gerald,"Sheila, ih-it was wrong of us to be so judgmental of Kyle. If he isn't happy with who he is, then who are we to deny hm surgery that will make him feel better about himself? 
"
9,1,Sheila,"Gerald, this is crazy!
"
9,1,Gerald,"I used to think I was crazy. But Dr, Biber told me that there are a lot of other people out there who are transspecies. All I did is change my appearance to look the way I felt...  here. And I'm telling you now that if we don't let Kyle do the same, he may never be happy. Ever! We owe him more than that, Sheila. We owe him understanding! 
"
9,1,Butters,"Fellas! Hey fellas, you gotta come see!
"
9,1,Stan,"What?
"
9,1,Butters,"Uhh, it's Kyle! Huh, he's a Negro! 
"
9,1,Jason,"Wow.
"
9,1,Craig,"Can't believe it.
"
9,1,Clyde,"Did it hurt?
"
9,1,Kyle,"Yeah, but it was totally worth it. 
"
9,1,Stan,"Jesus Christ, dude!
"
9,1,Kyle,"Look, Stan, I'm finally whole! My dad is even gonna take me back down to the all-star game to see if I can try out for the team again!
"
9,1,Gerald,"Come on, Kyle, we should get going!
"
9,1,Kyle,"Alright, Dad! 
"
9,1,Stan,"Dude, is Kyle's- dad a- dolphin?
"
9,1,Cartman,"He's a Jewish dolphin. A Jewphin.
"
9,1,Mrs. Garrison,"You here for an abortion too?  Yeah, I discovered a few days ago I wasn't bleedin' out my coo, so I guess I'm knocked up. Is this doctor any good?
"
9,1,Nurse,"Mrs... Garrison?
"
9,1,Mrs. Garrison,"Oh, that's me. 
"
9,1,Mrs. Garrison,"Hello doctor, looks like I need an abortion. 
"
9,1,Doctor,"...an abortion?
"
9,1,Mrs. Garrison,"Yeah, I've got one growing inside me. Now, are you gonna scramble its brains or just vacuum it out?  ...If you want you can just scramble it and I'll queef it out myself.
"
9,1,Doctor,"Mmister Garrison-
"
9,1,Mrs. Garrison,"Mrs. Garrison.
"
9,1,Doctor,"Mmrs. Garrison, you can't have an abortion.
"
9,1,Mrs. Garrison,"Don't you tell me what I can and can't do with my body!  A woman has a right to choose!
"
9,1,Doctor,"No, I mean you're physically unable to have an abortion, because you can't get pregnant.
"
9,1,Mrs. Garrison,"But I missed my period.
"
9,1,Doctor,"You can't have periods either.  You had a sex change, Mr. Garrison, but you don't have ovaries or a womb. You don't produce eggs.
"
9,1,Mrs. Garrison,"You mean, I'll never know what it feels like to have a baby growing inside me and then scramble its brains and vacuum it out?
"
9,1,Doctor,"N-that's right.
"
9,1,Mrs. Garrison,"But I paid five thousand dollars to be a woman. This would mean I I'm not really a woman. Ih, I'm just a... a I'm just a guy with a mutilated penis!
"
9,1,Doctor,"Basically, yes.
"
9,1,Mrs. Garrison,"...Oh boy, do I feel like a jackass.
"
9,1,Mrs. Garrison,"Hey asshole!
"
9,1,Dr. Biber,"Excuse me, I'm performing an operation here!
"
9,1,Mrs. Garrison,"You told me you were going to make me into a woman!
"
9,1,Dr. Biber,"I gave you a sex change.
"
9,1,Mrs. Garrison,"Yeah?! Well what kind of woman can't have abortions and bleed out her snatch once a month?! You made me into a FREAK is what you did! And I want you to change me back!
"
9,1,Patient,"Am I a man yet?
"
9,1,Dr. Biber,"Mr. Garrison, I can't reattach your organs.
"
9,1,Mrs. Garrison,"Why the hell not?!
"
9,1,Dr. Biber,"Because I've already used your testicles to fashion new knees for a little boy who wanted to be tall and black.
"
9,1,Mrs. Garrison,"You WHAT?!
"
9,1,Dr. Biber,"And your scrotum has been made into a dorsal fin for a man who wanted to look more like a dolphin.
"
9,1,Mrs. Garrison,"Oh you! You're comin' with me right now to find my ball and scrotum right now, Mr. Man! 
"
9,1,Announcer,"Welcome to the All-State Basketball Playoffs between the best fourth-grade players from Colorado and the best fourth-grade players from Wyoming. 
"
9,1,Kyle,"Coach! Coach, I'm all better. I'm ready to play.
"
9,1,Coach,"Who are you?
"
9,1,Kyle,"Ih it's me, Kyle Broflovski. I had a negroplasty. Can I play in the All-State team now?
"
9,1,Coach,"Well, you're tall and black enough. All right, Broflovski, suit up!
"
9,1,Kyle,"All right!  Dad, I can play! 
"
9,1,Gerald,"Alright Kyle!  Excuse me, where do you have special seating for dolphins?
"
9,1,Mrs. Garrison,"Boys, have you seen Kyle?! He's not at home.
"
9,1,Stan,"Kyle went down to play in the basketball game, Mrs. Garrison.
"
9,1,Dr. Biber,"He's going to play basketball? Oh my God.
"
9,1,Mrs. Garrison,"What?
"
9,1,Dr. Biber,"Well, ah I only made him look like he could play basketball. If he actually does it, the testicle in his knees will explode! 
"
9,1,Stan,"What?! But you made him into a basketball player.
"
9,1,Dr. Biber,"No, I just made him look more like one. We have to stop him from playing! Those testicles in his knees are ticking time balls!
"
9,1,Mrs. Garrison,"Oh Jesus! We've gotta get to my balls before Kyle hurts himself! 
"
9,1,Singer,"...and the home of the... brave! 
"
9,1,Coach,"Broflovski, be ready to take over for Owens.
"
9,1,Kyle,"I'm a hundred percent ready, coach! 
"
9,1,Gerald,"Eh excuse me, where, where is the bathroom for dolphins?
"
9,1,Usher,"We don't... have one.
"
9,1,Gerald,"Well where the hell am I supposed to go to the bathroom? I I need a large tank with salt water.
"
9,1,Usher,"Ahhh- Too bad?
"
9,1,Gerald,"Damnit you people have to make special arrangements for transspecies people like me! I may be a dolphin, but I'm also a lawyer!
"
9,1,Usher,"You're a lawphin?
"
9,1,Usher,"Tickets please.
"
9,1,Mrs. Garrison,"We don't have tickets!
"
9,1,Security Guard,"Sorry ma'am, no tickets, no entry.
"
9,1,Mrs. Garrison,"Look, there's a boy with my balls in his knees and he's in serious danger!
"
9,1,Usher,"What?
"
9,1,Mrs. Garrison,"My scrotum!  That dolphin has my scrotum! Now let us in!
"
9,1,Security Guard,"You can't go in, ma'am!  We have unauthorized entry on level one!
"
9,1,Coach,"All right. Broflovski, you're going in next possession.
"
9,1,Kyle,"All right!  Ow. Hm. 
"
9,1,Mrs. Garrison,"Gerald, where's Kyle?!
"
9,1,Gerald,"What? Why??
"
9,1,Mrs. Garrison,"My balls are in his knees. If he jumps with them they'll explode!
"
9,1,Gerald,"Oh my God! 
"
9,1,Security Guard,"There they are, next to that dolphin!
"
9,1,Dr. Biber,"Come on, we've gotta get to those balls! 
"
9,1,Security Guard,"Stop them! They didn't pay the two-dollar entry fee!
"
9,1,Announcer,"Now substituting for Colorado, number 8, Kyle Broflovski. 
"
9,1,Stan,"Oh Jesus, he's about to play! 
"
9,1,Gerald,"Mrs. Garrison, grab Kyle!
"
9,1,Mrs. Garrison,"Which one is he?? 
"
9,1,Wyoming Coach,"Hey, what the hell?!
"
9,1,Gerald,"Stop the game! 
"
9,1,Kyle,"I got it! I got the ball. 
"
9,1,Stan,"Kyle, NO! 
"
9,1,Announcer,"Broflovski goes for the dunk!
"
