Season,Episode,Character,Line
6,1,Cartman,"Shu- shut up you guys, shut up you guys. 
"
6,1,Tuong Lu Kim,"Herro, Shitty Wok, take your order prease.
"
6,1,Cartman,"Hello, is this City Wok?
"
6,1,Tuong Lu Kim,"Yes, this Shitty Wok.
"
6,1,Cartman,"Uh, yes, we'd like one order of the City Beef.
"
6,1,Tuong Lu Kim,"Shitty Beef...
"
6,1,Kyle,"Aha, and I'll have the City Chicken.
"
6,1,Tuong Lu Kim,"Shitty Chicken... 
"
6,1,Stan,"Oh, dude, look!  It's that commercial with the guy that lost 400 pounds eating at Subway Sandwiches!
"
6,1,Singer,"He's still lookin' good!
His name is Jared
His name is Jared and he likes to eat the sandwiches...
"
6,1,Butters,"Uh, hey, fellas.
"
6,1,Stan,"Hey Kenny
"
6,1,Butters,"Now gosh darnit, my name's not Kenny! Kenny's dead, and you're all gonna have to learn to deal with it!
"
6,1,Kyle,"Okay, Not-Kenny.
"
6,1,Announcer,"Hey South Park!  You can meet Jared IN PERSON March 6 at the Kenny McCormick Memorial Town Square!
"
6,1,Butters,"Woh, boy! Jared's comin' to town!
"
6,1,Kyle,"Dude! That's today!
"
6,1,Stan,"We've gotta get down there! Come on, Not-Kenny! 
"
6,1,Butters,"Now gosh darnit, my name's not Not-Kenny!
"
6,1,Cartman,"Okay, come on, Not-Not-Kenny.
"
6,1,Butters,"Wo-ah I'm getting steamed now. 
"
6,1,Tuong Lu Kim,"Hello! City Wok! City Wok, I take your order prease!
"
6,1,Kyle,"Excuse me? Could we get through here?
"
6,1,Herbert Garrison,"Hell no! I've been savin' this spot for six hours! 
His name is Garrison, Mr. Garrison. He lost ten pounds takin' Jared's lead-
"
6,1,Randy,"Here he comes! 
"
6,1,Singer,"He's still lookin' good, with all those... sub sandwiches... 
"
6,1,Jared,"Thank you all so much. You know what? After a year of eating delicious sub sandwiches, I've proven weight loss is easy!  And I promise you, I will always be your faithful leader in easy weight loss!
"
6,1,Some men,"Alright! 
"
6,1,Cartman,"That guy ate all the sandwiches he wanted and lost weight. He is so cool.
"
6,1,Worker,"Mr. Vogle, some fans wanted to see if you'd sign their sandwich?
"
6,1,Jared,"Sure, let 'em in.  Hi kids. 
"
6,1,Butters,"Wow, Jared!
"
6,1,Kyle,"Dude! Did you really lose all that weight eating nothing but sub sandwiches?
"
6,1,Jared,"I sure did! And- Well- Well I, I also had a little help on the side.
"
6,1,Stan,"What kind of help?
"
6,1,Jared,"Well, eating sub sandwiches was a big part of it. But the way that I lost so much weight was that I got aides.
"
6,1,Cartman,"A- AIDS?
"
6,1,Jared,"That's right. I got aides about two years ago and I've been losing weight ever since. It's amazing how slim you can get with aides.
"
6,1,Stan,"I'll bet you can.
"
6,1,Jared,"Would you like to meet them?
"
6,1,Kyle,"Them?
"
6,1,Jared,"My aides. Scott! Tyler!  Scott is my personal trainer  and Tyler is my dietitian.
"
6,1,"Scott, Tyler","Hello.
"
6,1,Kyle,"Oh, ""A I D E S,"" aides.
"
6,1,Jared,"Yep. Hooray for aides!
"
6,1,Kyle,"Well, that's not really what you say in the commercial.
"
6,1,Jared,"I know. You kinda have to read the fine print at the bottom of the screen. It says I only ate a half-sized lean turkey sandwich with no mustard or mayo or anything like that and then had proper diet and exercise aides.
"
6,1,Kyle,"But you're lying to people. If they knew that you didn't eat just all the sandwiches you want, you might not be so popular.
"
6,1,Jared,"Y- you think so. Well, why... should it matter?
"
6,1,Kyle,"It matters, dude. 
"
6,1,Jared,"Hmmm.
"
6,1,Kyle,"That penisbutt didn't lose weight eating sub sandwiches. He lost weight because he ate less of them and exercised.
"
6,1,Stan,"Yeah, it's only in America that somebody can become famous just because they go from being a big fatass to not being a big fatass.
"
6,1,Cartman,"Oh-my-god!  You guys! I think I'm having a genius moment. Yes. Yes! Its coming to me now.
"
6,1,Kyle,"Tha- that's diarrhea.
"
6,1,Cartman,"Noo. Don't you see what this all means? Anybody could do what he did. What's to stop someone else from going to say, City Wok, and cutting a deal with them? Say they'll eat nothing but their Chinese food, but then eat only a little tiny bit of it and exercise.
"
6,1,Stan,"Then City Wok could say their food makes them lose weight.
"
6,1,Cartman,"That's right Stan.  It's a cash cow, I tell you.
"
6,1,Kyle,"That's a great idea!
"
6,1,Cartman,"Lose weight and make money... I tell you this is gonna be the greatest thing that Butters has ever done.
"
6,1,Butters,"Me?!
"
6,1,Cartman,"Weh- who do you think I'm talkin' about, Butters? Joyce de Witt?
"
6,1,Butters,"Oh, no, I thought you meant you. Eh, you're the fat one.
"
6,1,Cartman,"I can't lose weight, Butters, 'cause I'm not fat. I'm big-boned. You can't slim down bones, stupid!
"
6,1,Kyle,"But Butters isn't fat.
"
6,1,Cartman,"That's my whole point. First we fatten him up, then we make the deal with City Wok, then take the weight back off.
"
6,1,Stan,"He's right. If Butters is naturally skinny, he'll be able to take the weight off faster.
"
6,1,Butters,"But fellas, if I get fat my parents will ground me.
"
6,1,Cartman,"Oh, come on! Just think about how famous you'll be!
"
6,1,Butters,"You mean like Jared?
"
6,1,Kyle,"Yeah dude! You'll be just like Jared!
"
