Season,Episode,Character,Line
8,1,Kyle,"Stop it, Cartman!
"
8,1,Cartman,"Pfaha, so funny. 
"
8,1,Kyle,"Goddammit Cartman, stop throwin' those stupid poppy-things at me! 
"
8,1,Roger,"Come on and take a look, folks. We've got a lot of knives for sale here. 
"
8,1,Stan,"Oh my God, look!  Martial arts weapons from the Far East. 
"
8,1,Kyle,"Wow, cool.
"
8,1,Stan,"Dude! We should each buy a weapon, and then we'll be like ninjas.
"
8,1,Cartman,"Yeah. We won't have to take crap from anybody.
"
8,1,Kyle,"Our parents won't let us have weapons, dude. 
"
8,1,Cartman,"Who's gonna tell them, dumbass?!
"
8,1,Stan,"Yeah, dude, our parents are gonna be at the stupid fair all day long. They'll never know what we bought.  I'll get the tonfas.  Those are so sweet.
"
8,1,Cartman,"I'm gonna get those killer sai.  Look Kenny! There's something even you can afford! A ninja shuriken  for a dollar ninety nine.
"
8,1,Kenny,"(Shuriken. Awesome!)
"
8,1,Roger,"Can I help you boys? 
"
8,1,Stan,"Yeah. We wanna get one of each of these ninja weapons.
"
8,1,Roger,"Okay, uh, you need to have your parents here when you buy them, though. I, I can't sell to anyone under eighteen without parents' permission. 
"
8,1,Cartman,"Parents? Parents?!  Oh God! 
"
8,1,Roger,"Wha- wha- what's the matter? 
"
8,1,Stan,"We, we're brothers, see, and our parents... died in a car accident last year.
"
8,1,Cartman,"Why?!  Why?! Why did you have to take them both?! Why?!  Why?! 
"
8,1,Kyle,"Why do people have to keep reminding us of what we don't have?!
"
8,1,Roger,"It's all right, it's all right boys. Don't cry, I'll... I'll just... go pack these up for you, okay? 
"
8,1,Stan,"Goddamn, that's like the twelfth time that's worked.
"
8,1,Stan,"Kiya! Kiya!
"
8,1,Kyle,"Kaii yo! 
"
8,1,Cartman,"Giya! Shut up, hippies! I'll kill you!  Iya!
"
8,1,Stan,"With my tonfa of Takanawa, I become the great and powerful ninja Shadowhachi, born to fight evil and people I don't like.
"
8,1,Kyle,"Yeah. And my powerful nunchakus make me into Bunroku , a deadly but compassionate ninja who protects those in trouble.
"
8,1,Stan,"What's your ninja name, Kenny?
"
8,1,Kenny,"(unintelligible)
"
8,1,Cartman,"Yes. And I... am Bulrog. Tough brute ninja who has dedicated his life to eradicating the world of hippies
"
8,1,Stan,"All right, ninjas! Let's go protect the world!
"
8,1,Cartman,"Kick ass! 
"
8,1,Cartman,"Hey, you guys, you know what we should do? We should go show our weapons to Craig and those guys. They'll be so jealous.
"
8,1,Kenny,"(Yeah, that'd be awesome!)
"
8,1,Kyle,"No dude, we can't go around showing our weapons to people. Our parents'll find out we have them.
"
8,1,Cartman,"Ech! You see, guys? This is why Jews can't be ninjas! They've got no spine!
"
8,1,Kyle,"You don't know anything about Jews, fatass!
"
8,1,Cartman,"Oh yeah?! My mom took me to see Mel Gibson's movie, The Passion, and Mel Gibson says you are sneaks and you are liars. And if the Road Warrior says it, it must be true.
"
8,1,Stan,"Don't worry, Kyle. Craig's not gonna tell on us. Come, ninjas, let's go.  All right, this is it.
"
8,1,Cartman,"Yes. The residence of the one called... Craig. 
"
8,1,Kyle,"I still say this is a bad idea.
"
8,1,Stan,"Ninja positions!  Hello, Craig!
"
8,1,Cartman,"Look what we got.
"
8,1,Craig,"Where'd you get those?
"
8,1,Stan,"We can't tell you where we got 'em! It's secret ninja stuff.
"
8,1,Cartman,"Ooo, is that jealousy I see in your eyes, Craig? Mmm, yes, drown me in the sweet water of your envy.
"
8,1,Craig,"Uh-uh, they're not that cool.
"
8,1,Stan,"Hyeah, ""they're not that cool."" These are real authentic weapons from the Far East.
"
8,1,Kyle,"But don't tell anybody we have them.
"
8,1,Cartman,"Ugh.
"
8,1,Token,"Whoa! Where'd you get those?!
"
8,1,Clyde,"Let me see.
"
8,1,Stan,"Uh, we'd love to hang out guys, but we have important secret work to do. 
"
8,1,Cartman,"Yes. The life of a ninja is complex and full of peril.  Come on, ninjas!
"
8,1,All,"Ho! 
"
8,1,Cartman,"Aw man, did you see the look on Craig's face?! That was awesome!
"
8,1,Stan,"Dude, we're like the coolest kids in the whole state! 
"
8,1,Butters,"Hey fellas. What's happenin'?
"
8,1,Cartman,"We're playing Ninjas, Butters.
"
8,1,Butters,"Wowee! Hey, can I play, ninjas with you?
"
8,1,Cartman,"No, Butters. We are a very select elite fighting team sent to protect the world from evil, and you can't play with us.
"
8,1,Stan,"Yeah, Butters. You wouldn't make a very good ninja. Come on, guys.  We have a lot of work to do.
"
8,1,Cartman,"Yes, and no time to do it. No time... 
"
8,1,Butters,"I think I'd make a really good ninja.  Jeez, those guys never let me play with them. Uh, they just shun me all the time. 
"
8,1,Butters,"I'm a lost soul. A dark lonely shadow of a person-
"
8,1,Linda,"Hi Butters.
"
8,1,Butters,"Hi Mom.  -a castaway, forced to live his life out in solitude.  And it's because of times like these I was forced to a life of evil.  Society cast me out, and so I vowed to make them all pay! And pay they did! Nobody knows that beneath this sweet eight-year-old little boy lies the most evil, the most destructive super-villain of all time!  Professor Chaos!  Let's see how you like dealing with me, ninjas! 
"
8,1,Linda,"Ooo, Butters, are you going out to play again?
"
8,1,Butters,"Yeah Mom, I'm just goin' outside for a little while.
"
8,1,Linda,"Well, could you be a sweetie and take that pie over there to the Thomsons. I made it to thank them for babysitting you last week.
"
8,1,Butters,"Well, o- okay Mom.  Bah! Gah! 
"
8,1,Stan,"Hm, this doesn't seem to be the right way. My ninja sense is telling me we might be heading in the wrong direction.
"
8,1,Kyle,"Okay, hang on guys. I'll use my special power to see into the future and find out where we should head next.
"
8,1,Cartman,"Hold on you guys. I actually have another power. I can see into the future too, but better than Kyle. Let me try it.
"
8,1,Kyle,"God dammit, Cartman! You can't keep making up new powers!
"
8,1,Stan,"Yeah dude, that's like the fifth power you've come up with!
"
8,1,Cartman,"I am Bulrog and I have lots and lots of powers.
"
8,1,Kyle,"No asshole! From now on you only get to have one power! So what is it?!
"
8,1,Cartman,"I have the power to have all the powers I want.
"
8,1,Kyle,"That doesn't count, fatass!
"
8,1,Stan,"Yeah, that it, Cartman! You don't get to have any powers!
"
8,1,Cartman,"C'mon!
"
8,1,Butters,"Haaa ha ha ha ha!  Well well well! If it isn't the four ninjas!
"
8,1,Kyle,"Who the hell is that?
"
8,1,Stan,"I dunno. Craig, is that you?
"
8,1,Butters,"Fools!  I am Professor Chaos! Bringer of Destruction and Doom!  Your feeble ninja powers are no match for me!
"
8,1,Kyle,"Whoa.
"
8,1,Cartman,"Looks like we have a sworn enemy, you guys.
"
8,1,Kenny,"(Yeah.)
"
8,1,Stan,"Very well, Professor Chaos! We'll play along. Now, fell the fiery sting of my tonfa of Takanawa!  Hey kid, that knocks you down.
"
8,1,Butters,"Nuh uh!
"
8,1,Stan,"Yeah, huh, I got you!
"
8,1,Butters,"Nuh uh! Because my cloak is made of a... titanium alloy that shields me from heat!
"
8,1,Cartman,"That's bullcrap! Titanium alloy my ass!
"
8,1,Kyle,"Well, let's see how he likes the icy blasts from my nunchucks of Sokuromoto! 
"
8,1,Butters,"Huh nice attempt, ninja! But now both of you shall feel the power of my Web of Holding!  Ha, ha, ha, ha, ha! You are both trapped in spiderwebs! 
"
8,1,Cartman,"All right, dickhole! Time for you to pay!  Oh no! I have no powers! Kyle took them away from me! Quick, Kyle, give me back my powers so I can fight this evil villain!
"
8,1,Kyle,"Okay, okay, you can have your powers back.
"
8,1,Cartman,"All right! And now I will use my power to...  turn Kyle into a chicken! Bleh! 
"
8,1,Kyle,"God dammit Cartman!
"
8,1,Cartman,"Ha, ha, ha, ha, haaa, ha! Now you are a chicken! Nyanyanyanyanyaaa nya!
"
8,1,Butters,"Enough! I grow weary of your foolishness. Professor Chaos cannot be stopped!
"
8,1,Stan,"Oh yeah?! Kenny! Use your ninja star!
"
8,1,Kenny,"(Yeah! Take this, Professor Chaos!)  (Feel my wrath!) 
"
8,1,Cartman,"Oh, shit, dude!
"
8,1,Stan,"Butters! Oh my God!  Oh, dude! It's stuck in his eye!
"
8,1,Kyle,"What the hell did you do that for, Kenny?!
"
8,1,Kenny,"(I just threw my ninja star at him.)
"
8,1,Butters,"It hurts! It hurts! 
"
8,1,Kyle,"Oh man! We are in serious trouble!
"
8,1,Stan,"Sh shhhh. It's okay, Butters. Calm down. It's not that bad, really.
"
8,1,Butters,"But I... But I... But I can't see nothin'. I gotta go to the hospital! 
"
8,1,Stan,"Okay okay, calm down, Butters! It'll be okay! 
"
8,1,Cartman,"Guys, meeting over here for a second?  All right you guys, we need to stay calm and just do the right thing. We have to kill Butters and bury him in Kyle's backyard.
"
8,1,Stan,"Dude, shut up!
"
8,1,Kyle,"I agree with Cartman!
"
8,1,Stan,"What?!
"
8,1,Kyle,"You don't understand what my mom will do to me if she finds out I was playing with weapons!
"
8,1,Stan,"Just stay still, Butters.
"
8,1,Butters,"Ah.  Hwa!  Hwaaaaa!
"
8,1,Kyle,"Stop dude! You're gonna scramble his brain!
"
8,1,Cartman,"Go ahead and scramble it, then he won't remember it was us.
"
8,1,Butters,"You guys can't fix my eyeball! You have to take me to the hospital! 
"
8,1,Kyle,"If we take him to the hospital, they're gonna find out what happened.
"
8,1,Stan,"God dammit!
"
8,1,Kyle,"God? Please, if you get me out of this, I swear, I will never play with weapons ever again.
"
8,1,Cartman,"Don't be so quick to throw off your ninja responsibility, Kyle.  Now, come on guys, sure, it's easy to be a ninja when everything's going your way, but it's times like these, when the chips are down, that a ninja shows his true character.
"
8,1,Butters,"Whoa, I'm getting woozy.
"
8,1,Cartman,"Shut up, Butters.  Now, there's a way out of this. We just have to use our... ninja reasoning. 
"
8,1,Stan,"We... need a doctor... But we can't go to the hospital. Wait a minute. Wait, wait, wait. What about the veterinarian?
"
8,1,Cartman,"Dr. Shafley?
"
8,1,Stan,"He's really old and going blind.
"
8,1,Cartman,"So if we make Butters up to look like a dog...
"
8,1,Kyle,"Oh no.
"
8,1,Stan,"We might pass him off as our pet.
"
8,1,Butters,"But, but fellas, if I, if I dress up like a dog with a star in my eye, I- I'm gonna get grounded.
"
8,1,"Stan, Kyle, Cartman","Shut up, Butters!
"
8,1,Kyle,"That is the dumbest idea you guys have ever come up with! I'd expect this stupidity out of Cartman, but you, Stan?! Butters needs medical attention right now!
"
8,1,Stan,"All right, then you take him to the hospital, Kyle. You take him to the hospital and let your mom find out what happened.
"
8,1,Cartman,"Hand me the modeling glue. We need more fur over here. 
"
8,1,Butters,"Uh, that modeling glue is making me dizzy.
"
8,1,Cartman,"Butters! We're trying to help you, Goddamnit! Now, stop being such an asshole!
"
8,1,Kyle,"We need some more fur.  I think that's good.
"
8,1,Cartman,"Okay, let's hear your bark, Butters.
"
8,1,Butters,"Uh. Wuff, wu-wuff.
"
8,1,Stan,"All right. Now we just gotta sneak him into town.
"
8,1,Stan,"Okay, it's clear. 
"
8,1,Cartman,"Now remember, Butters, when you get to the vet's office, you need to stay down on all fours and- Butters, listen! At the vet's office, you need to stay down on all fours and bark a lot.
"
8,1,Butters,"Wuhuff, woof, woof.
"
8,1,Kyle,"We've gotta hurry, it's getting late! 
"
8,1,Stan,"Oh shit, somebody's coming!
"
8,1,Kyle,"Quick, hide Butters! 
"
8,1,Cartman,"In here! 
"
8,1,Butters,"bu- but fellas, I gotta- 
"
8,1,Craig,"Aha!  There you are! You guys thought you were so cool, didn't you?! Well look at what we got! 
"
8,1,Cartman,"No way, you got weapons too?!
"
8,1,Stan,"Where'd you get those?
"
8,1,Jimmy,"From the n-n- from the nn-, from the nn-
"
8,1,Clyde,"From the nice guy at the county fair.
"
8,1,Craig,"At first we needed our parents' permission, but then we told him our parents were dead.
"
8,1,Cartman,"Aw man, now every douchebag in town has a weapon! Lame!
"
8,1,Craig,"So,  how would you ninjas like to do battle?
"
8,1,Stan,"Uh, not now, Craig, we we have to be going.
"
8,1,Craig,"You can't pass through this area until you defend your honor! 
"
8,1,Kyle,"He said, not now, Craig!
"
8,1,Craig,"I am not Craig,  I am Ginza,  with the powerful blade of the kitana. Iya!
"
8,1,Token,"And I am Black Chaku,  with the power of perfect spelling!
"
8,1,Stan,"Guys, we're we're really not playing, okay? 
"
8,1,Jimmy,"Wha, what, what's the m-matter, f-fellas? Are you ... nnnninjas or p-p-p-pussies?
"
8,1,Cartman,"We're twice the ninjas you fags are!
"
8,1,Clyde,"Then fight us!
"
8,1,Cartman,"Very well, Clyde. Kiyaaaa!
"
8,1,Kyle,"I swore to never fight again.
"
8,1,Stan,"We don't have a choice, Kyle. Just humor them. Hyaaaaah! 
"
8,1,Singer,"Subarashii chinchin monoKintama no kame aru Sore no oto ha ""saru bobo""Iie! Ninja ga imasuHey Hey Let's Go! kenka suruTaisetsu no mono protect my ballsBoku ga warui so let's fighting Let's fighting love... Let's fighting love... Kono uta chotto bakaWake ga wakaranaiEigo ga mechakuchaDaijobu? We do it all the time!Hey hey let's go kenka suru...
"
8,1,Stan,"Hey, wait, wait, wait, wait!  Wait.  Hold on a second. Where's Butters? 
"
8,1,Kyle,"Oh no. Butters!
"
8,1,Cartman,"Butters!
"
8,1,Stan,"Oh, nice going, you assholes! You made us lose him!
"
